"","x"
"V1766",389.5
"V1767",389
"V1768",387
"V1769",381.25
"V1770",380.75
"V1771",380.75
"V1772",378.75
"V1773",376.5
"V1774",373.75
"V1775",452.5
"V1776",449.25
"V1777",415.5
"V1778",409
"V1779",393.75
"V1780",383.5
"V1781",383
"V1782",383
"V1783",385.75
"V1784",385
"V1785",389.5
"V1786",388.75
"V1787",387.75
"V1788",387.25
"V1789",386.75
"V1790",414.25
"V1791",415
"V1792",415
"V1793",422.75
"V1794",422.5
"V1795",422.5
"V1796",422.5
"V1797",423.25
"V1798",423.75
"V1799",421.25
"V1800",426
"V1801",447
"V1802",454
"V1803",458.25
"V1804",458.25
"V1805",456
"V1806",400.75
"V1807",403
"V1808",386.75
"V1809",388.25
"V1810",383.75
"V1811",385.75
"V1812",388.25
"V1813",393.75
"V1814",410.25
"V1815",424.25
"V1816",420.25
"V1817",369.5
"V1818",397.25
"V1819",407.75
"V1820",413
"V1821",430.25
"V1822",424.75
"V1823",425
"V1824",426.5
"V1825",405
"V1826",419.5
"V1827",409
"V1828",461.25
"V1829",391.25
"V1830",413.25
"V1831",409.5
"V1832",399
"V1833",409.25
"V1834",410.75
"V1835",392.75
"V1836",408
"V1837",415.75
"V1838",413.75
"V1839",402.5
"V1840",399.5
"V1841",398.25
"V1842",403
"V1843",405
"V1844",397.5
"V1845",402
"V1846",394.25
"V1847",411.5
"V1848",411.25
"V1849",410.25
"V1850",392.5
"V1851",388.5
"V1852",428.25
"V1853",435.75
"V1854",449
"V1855",414.25
"V1856",355
"V1857",352.5
"V1858",345.75
"V1859",303.5
"V1860",301.25
"V1861",333.5
"V1862",333.5
"V1863",334.25
"V1864",360.5
"V1865",380.25
"V1866",377.75
"V1867",375.5
"V1868",374.75
"V1869",376.5
"V1870",393.25
"V1871",392.25
"V1872",391.25
"V1873",388.75
"V1874",399
"V1875",395.75
"V1876",404.75
"V1877",391.75
"V1878",393.75
"V1879",395
"V1880",440
"V1881",429.25
"V1882",455
"V1883",429.25
"V1884",440.5
"V1885",442.5
"V1886",443
"V1887",442.75
"V1888",442.25
"V1889",441.5
"V1890",430.5
"V1891",434
"V1892",430.75
"V1893",430
"V1894",429
"V1895",427.5
"V1896",429.25
"V1897",443.75
"V1898",443.75
"V1899",437.5
"V1900",440.25
"V1901",456
"V1902",455.25
"V1903",454
"V1904",453.5
"V1905",453.25
"V1906",410.25
"V1907",419.5
"V1908",420
"V1909",394.25
"V1910",393.5
"V1911",418
"V1912",411.25
"V1913",443.5
"V1914",439.75
"V1915",421.25
"V1916",480
"V1917",417.25
"V1918",424.25
"V1919",415.25
"V1920",415
"V1921",448.75
"V1922",429.5
"V1923",416.75
"V1924",417.75
"V1925",419.25
"V1926",418.25
"V1927",406.75
"V1928",421.5
"V1929",425.5
"V1930",420.25
"V1931",418.75
"V1932",408.25
"V1933",420.75
"V1934",419.75
"V1935",394.25
"V1936",393.5
"V1937",399.5
"V1938",399
"V1939",399.25
"V1940",420.25
"V1941",418.25
"V1942",434
"V1943",402.5
"V1944",414.5
"V1945",436.75
"V1946",424.25
"V1947",437
"V1948",436.5
"V1949",443.5
"V1950",443
"V1951",443.25
"V1952",436.75
"V1953",435.75
"V1954",425.75
"V1955",426.75
"V1956",414.5
"V1957",424
"V1958",429
"V1959",411.75
"V1960",404.25
"V1961",403.25
"V1962",410.25
"V1963",406.75
"V1964",401.75
"V1965",399.5
"V1966",399.5
"V1967",399.5
"V1968",397.75
"V1969",397
"V1970",401.25
"V1971",403.25
"V1972",397.5
"V1973",398
"V1974",398.25
"V1975",397
"V1976",399
"V1977",394.5
"V1978",396
"V1979",398
"V1980",425
"V1981",428.75
"V1982",433
"V1983",430.75
"V1984",432
"V1985",430.25
"V1986",428.75
"V1987",433.25
"V1988",418.25
"V1989",403.25
"V1990",401.25
"V1991",403.75
"V1992",406.75
"V1993",410.75
"V1994",411.75
"V1995",422
"V1996",421
"V1997",416.75
"V1998",424.25
"V1999",445.5
"V2000",455.25
"V2001",436.5
"V2002",431.75
"V2003",430.75
"V2004",430
"V2005",424.25
"V2006",429.5
"V2007",409
"V2008",409.25
"V2009",408.75
"V2010",429.25
"V2011",415
"V2012",396.5
"V2013",396.25
"V2014",398.5
"V2015",422.75
"V2016",423
"V2017",438.25
"V2018",436.75
"V2019",433
"V2020",435
"V2021",439
"V2022",438.5
"V2023",435
"V2024",440.5
"V2025",437.5
"V2026",435.75
"V2027",422
"V2028",432.25
"V2029",437.75
"V2030",440.5
"V2031",434.5
"V2032",432
"V2033",406.25
"V2034",411.75
"V2035",392.5
"V2036",395.25
"V2037",394.25
"V2038",395
"V2039",394
"V2040",394
"V2041",390.25
"V2042",390
"V2043",392
"V2044",379.25
"V2045",382
"V2046",408.5
"V2047",419.5
"V2048",372
"V2049",371.75
"V2050",384.25
"V2051",383.75
"V2052",393
"V2053",407.25
"V2054",409.25
"V2055",409.75
"V2056",406.25
"V2057",405
"V2058",408.25
"V2059",405.75
"V2060",407.25
"V2061",414.25
"V2062",414.25
"V2063",415.25
"V2064",413.75
"V2065",388.5
"V2066",417.5
"V2067",393
"V2068",388
"V2069",388
"V2070",369.75
"V2071",370.75
"V2072",361.5
"V2073",362.5
"V2074",356
"V2075",376.75
"V2076",430
"V2077",423
"V2078",423.75
"V2079",400.25
"V2080",395.25
"V2081",427
"V2082",448.25
"V2083",412.25
"V2084",435.75
"V2085",418.75
"V2086",482.75
"V2087",403.75
"V2088",368
"V2089",369.75
"V2090",398.5
"V2091",403
"V2092",402.25
"V2093",380
"V2094",397
"V2095",403
"V2096",417
"V2097",430.5
"V2098",434.75
"V2099",444.25
"V2100",416
"V2101",412.5
"V2102",426.5
"V2103",426.5
"V2104",418.25
"V2105",416.5
"V2106",395.5
"V2107",407.75
"V2108",395.75
"V2109",402.5
"V2110",391.75
"V2111",423
"V2112",379.75
"V2113",379
"V2114",409.25
"V2115",397.75
"V2116",409.5
"V2117",395.75
"V2118",415
"V2119",371.5
"V2120",412.5
"V2121",412.25
"V2122",399.25
"V2123",438.25
"V2124",401
"V2125",409.25
"V2126",426.75
"V2127",390.25
"V2128",381.5
"V2129",465.5
"V2130",403.25
"V2131",393.5
"V2132",383.5
"V2133",390.5
"V2134",429.5
"V2135",428.75
"V2136",412.25
"V2137",412.5
"V2138",410.25
"V2139",411.5
"V2140",410.75
"V2141",413.25
"V2142",391
"V2143",413.75
"V2144",414.5
"V2145",414.75
"V2146",417.5
"V2147",394
"V2148",396.25
"V2149",397.5
"V2150",394.25
"V2151",392.75
"V2152",414.25
"V2153",378
"V2154",376.25
"V2155",386.75
"V2156",374
"V2157",374
"V2158",357.5
"V2159",359
"V2160",364.25
"V2161",367.25
"V2162",370.75
"V2163",396.5
"V2164",398.75
"V2165",399
"V2166",399
"V2167",399.75
"V2168",378.5
"V2169",401.75
"V2170",398
"V2171",406.75
"V2172",402.75
"V2173",406
"V2174",431.75
"V2175",427.75
"V2176",426.25
"V2177",424.25
"V2178",422.5
"V2179",423.75
"V2180",424.25
"V2181",425
"V2182",425.25
"V2183",424.75
"V2184",421.5
"V2185",420
"V2186",419.5
"V2187",389.25
"V2188",390.5
"V2189",389.25
"V2190",389
"V2191",369.25
"V2192",366.25
"V2193",367.75
"V2194",364.25
"V2195",365
"V2196",368.25
"V2197",371
"V2198",366.5
"V2199",368.25
"V2200",368
"V2201",382
"V2202",381.75
"V2203",382.5
"V2204",381.25
"V2205",381.5
"V2206",386
"V2207",386.25
"V2208",374.5
"V2209",388.5
"V2210",388.5
"V2211",387.75
"V2212",385.75
"V2213",385
"V2214",383.25
"V2215",382.5
"V2216",380.25
"V2217",450
"V2218",440.75
"V2219",442.5
"V2220",456
"V2221",454.25
"V2222",453.75
"V2223",454.25
"V2224",453.5
"V2225",417.75
"V2226",428.5
"V2227",418.75
"V2228",368.25
"V2229",414.25
"V2230",421.5
"V2231",416
"V2232",459.25
"V2233",367.75
"V2234",362.25
"V2235",410.5
"V2236",410.5
"V2237",405.25
"V2238",430
"V2239",420.25
"V2240",424.75
"V2241",429.75
"V2242",446.5
"V2243",423
"V2244",417.5
"V2245",404.5
"V2246",402
"V2247",437.5
"V2248",418
"V2249",420.5
"V2250",386.5
"V2251",378
"V2252",374.25
"V2253",375.5
"V2254",379.75
"V2255",380.75
"V2256",381.25
"V2257",383.75
"V2258",382.25
"V2259",375.5
"V2260",377.25
"V2261",378.25
"V2262",416.75
"V2263",412.25
"V2264",417.5
"V2265",416
"V2266",416.5
"V2267",416.25
"V2268",415.25
"V2269",415.5
"V2270",396.5
"V2271",395.5
"V2272",403.25
"V2273",402
"V2274",402.25
"V2275",401.75
"V2276",394.25
"V2277",407
"V2278",406.75
"V2279",413
"V2280",411.75
"V2281",405.25
"V2282",402.75
"V2283",399
"V2284",414.75
"V2285",401.5
"V2286",420
"V2287",395.5
"V2288",390.5
"V2289",419.25
"V2290",419
"V2291",418
"V2292",413.25
"V2293",412.5
"V2294",405.75
"V2295",403.75
"V2296",409.75
"V2297",414
"V2298",450.25
"V2299",461.75
"V2300",435
"V2301",433
"V2302",434.75
"V2303",433.25
"V2304",423.25
"V2305",421.75
"V2306",421.5
"V2307",391.25
"V2308",388
"V2309",385
"V2310",382.5
"V2311",386.5
"V2312",394
"V2313",403.75
"V2314",394
"V2315",392.25
"V2316",392.25
"V2317",415
"V2318",408.75
"V2319",410.75
"V2320",415.5
"V2321",417.5
"V2322",405
"V2323",385.25
"V2324",386.25
"V2325",394.5
"V2326",394.25
"V2327",396
"V2328",396.75
"V2329",396.5
"V2330",394.75
"V2331",397
"V2332",414
"V2333",416.5
"V2334",406.25
"V2335",404.5
"V2336",443.5
"V2337",390.75
"V2338",392.75
"V2339",390
"V2340",389.5
"V2341",390
"V2342",395
"V2343",424.75
"V2344",426.25
"V2345",419.5
"V2346",416
"V2347",417.75
"V2348",420.25
"V2349",427.25
"V2350",428.25
"V2351",429.5
"V2352",393
"V2353",395.25
"V2354",401.25
"V2355",398.5
"V2356",399
"V2357",417.75
"V2358",407.25
"V2359",435
"V2360",408
"V2361",409.25
"V2362",416.25
"V2363",416.5
"V2364",421.5
"V2365",393
"V2366",426.5
"V2367",423.75
"V2368",418.25
"V2369",421.75
"V2370",424
"V2371",424.5
"V2372",405
"V2373",407.25
"V2374",409.5
"V2375",408.5
"V2376",414.25
"V2377",416
"V2378",418.5
"V2379",418.25
"V2380",397
"V2381",392.75
"V2382",401.75
"V2383",402.25
"V2384",404
"V2385",403.25
"V2386",403.75
"V2387",450.75
"V2388",401.75
"V2389",401
"V2390",397
"V2391",394.25
"V2392",386
"V2393",385.25
"V2394",399
"V2395",378.5
"V2396",377.75
"V2397",379.75
"V2398",381.75
"V2399",381
"V2400",389.5
"V2401",394.75
"V2402",393.75
"V2403",396.25
"V2404",432.5
"V2405",435.75
"V2406",470.5
"V2407",467.5
"V2408",398.75
"V2409",412.5
"V2410",411.5
"V2411",403.5
"V2412",400.5
"V2413",401
"V2414",415
"V2415",424.25
"V2416",412.75
"V2417",408.75
"V2418",408.75
"V2419",399
"V2420",404.25
"V2421",411
"V2422",411.25
"V2423",410.5
"V2424",410.75
"V2425",413
"V2426",400.5
"V2427",405
"V2428",415
"V2429",409
"V2430",440
"V2431",440.5
"V2432",435.5
"V2433",420
"V2434",418
"V2435",418
"V2436",407
"V2437",406
"V2438",458.5
"V2439",461.5
"V2440",420.5
"V2441",384.25
"V2442",385.25
"V2443",410.75
"V2444",412.25
"V2445",365.75
"V2446",398
"V2447",403.25
"V2448",497.75
"V2449",489.25
"V2450",482.25
"V2451",454.75
"V2452",396
"V2453",454.5
"V2454",416.5
"V2455",401.25
"V2456",398.5
"V2457",444
"V2458",407.5
"V2459",404.75
"V2460",437.5
"V2461",429.75
"V2462",391.75
"V2463",424.5
"V2464",422.75
"V2465",414
"V2466",433.5
"V2467",418
"V2468",420
"V2469",392.25
"V2470",381
"V2471",426
"V2472",378.5
"V2473",409
"V2474",366.75
"V2475",347.75
"V2476",358
"V2477",357.5
"V2478",370.75
"V2479",365.75
"V2480",378
"V2481",402.75
"V2482",406.25
"V2483",383.25
"V2484",384.75
"V2485",381.75
"V2486",377
"V2487",369.25
"V2488",374
"V2489",377
"V2490",377.5
"V2491",379.25
"V2492",382.25
"V2493",367.5
"V2494",367.25
"V2495",384
"V2496",396.25
"V2497",395.75
"V2498",398.5
"V2499",404.5
"V2500",392
"V2501",375.75
"V2502",374.75
"V2503",426.5
"V2504",377.75
"V2505",369.5
"V2506",415
"V2507",401.25
"V2508",401.75
"V2509",408.75
"V2510",399.25
"V2511",441.5
"V2512",413.75
"V2513",368.25
"V2514",362.5
"V2515",369.25
"V2516",446
"V2517",445.5
"V2518",385.75
"V2519",467.25
"V2520",425.75
"V2521",373.75
"V2522",430.5
"V2523",407
"V2524",423.5
"V2525",417.75
"V2526",424.25
"V2527",432.75
"V2528",431.75
"V2529",442.5
"V2530",440.25
"V2531",426.75
"V2532",453.75
"V2533",450.25
"V2534",425
"V2535",468.25
"V2536",380.5
"V2537",431.25
"V2538",444.25
"V2539",440.75
"V2540",410.75
"V2541",428.75
"V2542",442
"V2543",425
"V2544",390.25
"V2545",422.5
"V2546",422.75
"V2547",411.5
"V2548",412.25
"V2549",417.75
"V2550",400.25
"V2551",431.25
"V2552",443
"V2553",402
"V2554",376.75
"V2555",400.5
"V2556",415.75
"V2557",476.5
"V2558",478.5
"V2559",457.25
"V2560",373.5
"V2561",372.25
"V2562",403.25
"V2563",408.75
"V2564",403.25
"V2565",426
"V2566",454.25
"V2567",460.75
"V2568",457.25
"V2569",458.25
"V2570",503.25
"V2571",379.5
"V2572",408.5
"V2573",408.75
"V2574",411.5
"V2575",456.75
"V2576",457.25
"V2577",461.75
"V2578",464.25
"V2579",464.25
"V2580",461.25
"V2581",463.5
"V2582",463.75
"V2583",387.75
"V2584",387.5
"V2585",388
"V2586",384.25
"V2587",388.5
"V2588",400
"V2589",414
"V2590",415
"V2591",413.25
"V2592",432.75
"V2593",435.5
"V2594",405.5
"V2595",405.5
"V2596",404.5
"V2597",404
"V2598",403.5
"V2599",403.5
"V2600",405.25
"V2601",403.5
"V2602",422.5
"V2603",406.75
"V2604",405.75
"V2605",405
"V2606",400.75
"V2607",413
"V2608",411.25
"V2609",417
"V2610",415
"V2611",419.75
"V2612",417.75
"V2613",416.75
"V2614",454.25
"V2615",423.5
"V2616",406.25
"V2617",421.25
"V2618",417.25
"V2619",419.25
"V2620",401.25
"V2621",432.75
"V2622",398.25
"V2623",382.5
"V2624",389.5
"V2625",381
"V2626",364
"V2627",371.5
"V2628",415.75
"V2629",420.5
"V2630",421.75
"V2631",419.5
"V2632",414.25
"V2633",451.75
"V2634",451.5
"V2635",449.75
"V2636",464.75
"V2637",465.5
"V2638",468.5
"V2639",381
"V2640",426.5
"V2641",421.75
"V2642",401
"V2643",391.75
"V2644",350.5
"V2645",351.75
"V2646",374.75
"V2647",354
"V2648",358
"V2649",399.5
"V2650",414
"V2651",357
"V2652",360.75
"V2653",383.5
"V2654",401
"V2655",399.75
"V2656",398.75
"V2657",398.75
"V2658",398.5
"V2659",390.25
"V2660",391
"V2661",381.5
"V2662",355
"V2663",344.25
"V2664",383.5
"V2665",271.75
"V2666",410
"V2667",421.5
"V2668",417.75
"V2669",373.25
"V2670",392.5
"V2671",427
"V2672",423.5
"V2673",415
"V2674",372.25
"V2675",380.5
"V2676",325.5
"V2677",388.25
"V2678",388.25
"V2679",429.25
"V2680",413.5
"V2681",410.25
"V2682",437
"V2683",420
"V2684",393.75
"V2685",405.25
"V2686",397.75
"V2687",366.5
"V2688",405.75
"V2689",392.75
"V2690",437.75
"V2691",431.75
"V2692",410.5
"V2693",408.5
"V2694",408.75
"V2695",420.5
"V2696",397
"V2697",428.5
"V2698",422.5
"V2699",385.75
"V2700",451.25
"V2701",429.75
"V2702",426.25
"V2703",402.5
"V2704",394.25
"V2705",406.5
"V2706",407.75
"V2707",394.25
"V2708",398
"V2709",386
"V2710",414.75
"V2711",401
"V2712",409.25
"V2713",385.25
"V2714",481.5
"V2715",417
"V2716",442.75
"V2717",371.5
"V2718",376.5
"V2719",423.75
"V2720",415
"V2721",410.25
"V2722",409.75
"V2723",440.25
"V2724",418
"V2725",419
"V2726",419.25
"V2727",409.75
"V2728",408.75
"V2729",403.25
"V2730",393
"V2731",388.75
"V2732",395.25
"V2733",400
"V2734",402
"V2735",400.5
"V2736",400
"V2737",398
"V2738",397.25
"V2739",392
"V2740",394.5
"V2741",382.5
"V2742",381.75
"V2743",391.5
"V2744",395.75
"V2745",399
"V2746",400
"V2747",400.25
"V2748",413
"V2749",412.25
"V2750",412.75
"V2751",414
"V2752",414.5
"V2753",414.5
"V2754",391.25
"V2755",373
"V2756",380.25
"V2757",376.25
"V2758",372.5
"V2759",372.5
"V2760",371
"V2761",388.75
"V2762",394
"V2763",394
"V2764",395.75
"V2765",398
"V2766",399
"V2767",380.25
"V2768",378.75
"V2769",381.25
"V2770",408
"V2771",399.25
"V2772",399.75
"V2773",415.25
"V2774",439.25
"V2775",387.5
"V2776",388.75
"V2777",395
"V2778",437.25
"V2779",436.25
"V2780",430.5
"V2781",432
"V2782",415.25
"V2783",416.75
"V2784",417.25
"V2785",414.75
"V2786",414.5
"V2787",398.5
"V2788",480.25
"V2789",388
"V2790",395.75
"V2791",424.75
"V2792",426.25
"V2793",412
"V2794",396
"V2795",414.5
"V2796",386.75
"V2797",388.25
"V2798",407.5
"V2799",381.5
"V2800",377.25
"V2801",384.25
"V2802",391
"V2803",381
"V2804",378
"V2805",404.75
"V2806",408.25
"V2807",387.5
"V2808",392.75
"V2809",398.5
"V2810",381
"V2811",377.5
"V2812",419.25
"V2813",405.75
"V2814",401.5
"V2815",410.5
"V2816",410.75
"V2817",410.75
"V2818",415.25
"V2819",396
"V2820",389.25
"V2821",376.25
"V2822",418.25
"V2823",415.75
"V2824",429.75
"V2825",390.75
"V2826",420.5
"V2827",419.75
"V2828",442.5
"V2829",438
"V2830",418
"V2831",391.5
"V2832",427.75
"V2833",453
"V2834",418.25
"V2835",427.5
"V2836",434.5
"V2837",410.5
"V2838",386.5
"V2839",386.5
"V2840",398.75
"V2841",390.5
"V2842",407
"V2843",389.25
"V2844",388.5
"V2845",376.5
"V2846",371.25
"V2847",367
"V2848",436.5
"V2849",401.5
"V2850",400.5
"V2851",403.25
"V2852",413
"V2853",414
"V2854",414.75
"V2855",384
"V2856",394.25
"V2857",394.75
"V2858",393.75
"V2859",325.25
"V2860",322.25
"V2861",371.5
"V2862",374.5
"V2863",393.25
"V2864",398.5
"V2865",397.5
"V2866",396.5
"V2867",397
"V2868",398.5
"V2869",401.25
"V2870",399.25
"V2871",402.5
"V2872",411.5
"V2873",434.75
"V2874",440.25
"V2875",391.5
"V2876",407
"V2877",434.25
"V2878",418.25
"V2879",396.25
"V2880",391.75
"V2881",386.5
"V2882",393.75
"V2883",409
"V2884",407.75
"V2885",410
"V2886",409
"V2887",400.25
"V2888",401.5
"V2889",410.75
"V2890",399.75
"V2891",380.5
"V2892",383.25
"V2893",377.5
"V2894",407
"V2895",408.75
"V2896",403.75
"V2897",404
"V2898",407.75
"V2899",396.75
"V2900",395.5
"V2901",394.5
"V2902",400
"V2903",436.5
"V2904",436.5
"V2905",435.25
"V2906",436
"V2907",434.25
"V2908",426
"V2909",433
"V2910",408.25
"V2911",406
"V2912",391.5
"V2913",425.25
"V2914",422.5
"V2915",407.25
"V2916",405
"V2917",399.5
"V2918",399.75
"V2919",400.5
"V2920",395.75
"V2921",396.25
"V2922",394.75
"V2923",487.25
"V2924",491.5
"V2925",490.75
"V2926",491.5
"V2927",492
"V2928",491.75
"V2929",491.25
"V2930",490
"V2931",489.25
"V2932",451
"V2933",451.5
"V2934",449
"V2935",450.5
"V2936",452
"V2937",453.5
"V2938",455.5
"V2939",454.75
"V2940",454.75
"V2941",457.5
"V2942",456.25
"V2943",455
"V2944",454.25
"V2945",457.25
"V2946",461.75
"V2947",462.75
"V2948",461.5
"V2949",424.5
"V2950",428.75
"V2951",429
"V2952",429.5
"V2953",430
"V2954",431.75
"V2955",428.5
"V2956",429
"V2957",430.5
"V2958",431.5
"V2959",427.5
"V2960",429.25
"V2961",429.25
"V2962",429.75
"V2963",432.5
"V2964",435.75
"V2965",433.25
"V2966",431.25
"V2967",458.25
"V2968",459.5
"V2969",461.75
"V2970",436.75
"V2971",430
"V2972",425
"V2973",420.25
"V2974",419.75
"V2975",409
"V2976",409
"V2977",410
"V2978",410.75
"V2979",411.25
"V2980",409.25
"V2981",409.5
"V2982",408.5
"V2983",408.75
"V2984",406
"V2985",404.5
"V2986",476.75
"V2987",476.75
"V2988",459
"V2989",457
"V2990",450.5
"V2991",451.75
"V2992",450.5
"V2993",451.75
"V2994",442.75
"V2995",443.75
"V2996",443.25
"V2997",443.75
"V2998",443.5
"V2999",444.25
"V3000",444
"V3001",436
"V3002",439.5
"V3003",435.75
"V3004",435.75
"V3005",424
"V3006",423.5
"V3007",423.5
"V3008",423.5
"V3009",422.75
"V3010",422.75
"V3011",423
"V3012",422.5
"V3013",423.5
"V3014",423.75
"V3015",410.25
"V3016",415.5
"V3017",416.5
"V3018",417
"V3019",434
"V3020",433
"V3021",431
"V3022",434.5
"V3023",430.25
"V3024",426.25
"V3025",425.5
"V3026",427.5
"V3027",427
"V3028",426.5
"V3029",427.25
"V3030",455
"V3031",455
"V3032",457.25
"V3033",458.75
"V3034",459.75
"V3035",457.25
"V3036",400.5
"V3037",403.75
"V3038",402.75
"V3039",406.5
"V3040",404.75
"V3041",364.25
"V3042",414.5
"V3043",397.25
"V3044",397.25
"V3045",397
"V3046",403.5
"V3047",419.25
"V3048",421.25
"V3049",421.5
"V3050",419.25
"V3051",418.5
"V3052",420.5
"V3053",417
"V3054",420
"V3055",418.75
"V3056",418.75
"V3057",418.75
"V3058",418.5
"V3059",417.25
"V3060",399
"V3061",380.75
"V3062",380.5
"V3063",379.75
"V3064",377.25
"V3065",378
"V3066",379.25
"V3067",356.25
"V3068",364.75
"V3069",366.5
"V3070",363.75
"V3071",367.5
"V3072",374.5
"V3073",380.75
"V3074",384.25
"V3075",386.25
"V3076",386
